Product ID,Customer ID,Sales Person ID,Quantity Sold,Payment Method,Quantity Returned,Order Date
56,160,5,7,Cash,0,2/6/2023
50,165,6,6,Credit Card,0,4/10/2023
34,262,4,8,Credit Card,0,1/18/2023
22,32,5,21,Online Payment,1,9/26/2023
26,155,2,42,Credit Card,2,12/15/2023
47,279,3,32,Online Payment,5,9/8/2023
17,266,3,38,Online Payment,5,3/27/2023
39,501,2,9,Debit Card,0,9/12/2023
36,363,3,15,Credit Card,1,7/16/2023
12,334,5,49,Online Payment,3,12/26/2023
2,358,8,56,Credit Card,2,5/19/2023
79,7,5,25,Cash,2,10/10/2023
17,345,2,20,Debit Card,1,6/1/2023
63,227,3,53,Cash,2,8/6/2023
83,416,5,54,Cash,4,5/16/2023
26,339,6,10,Online Payment,0,12/3/2023
33,283,8,48,Credit Card,5,10/15/2023
90,472,5,56,Debit Card,5,2/11/2023
98,83,5,22,Online Payment,1,9/29/2023
80,214,1,57,Cash,1,10/15/2023
48,386,2,52,Credit Card,3,11/4/2023
76,337,8,10,Cash,0,7/15/2023
96,61,10,22,Cash,2,10/2/2023
34,118,1,9,Credit Card,0,8/16/2023
98,552,4,8,Credit Card,0,10/10/2023
89,120,5,30,Cash,1,7/2/2023
29,310,2,18,Online Payment,4,1/10/2023
70,461,10,7,Credit Card,0,10/28/2023
74,436,10,41,Credit Card,1,3/20/2023
37,215,8,41,Online Payment,3,7/30/2023
5,409,5,4,Credit Card,0,11/9/2023
21,396,5,21,Online Payment,4,6/9/2023
95,513,4,37,Debit Card,2,1/9/2023
44,160,5,36,Cash,2,6/10/2023
5,257,1,3,Debit Card,0,9/16/2023
89,238,2,54,Online Payment,3,6/15/2023
45,4,3,60,Credit Card,5,8/17/2023
75,263,7,6,Debit Card,0,8/3/2023
1,179,5,57,Credit Card,4,8/6/2023
69,445,5,46,Cash,5,4/5/2023
97,349,5,1,Online Payment,0,2/10/2023
69,173,4,28,Debit Card,3,2/1/2023
94,509,1,4,Cash,0,12/1/2023
11,541,3,43,Debit Card,3,5/11/2023
72,514,9,16,Cash,5,6/11/2023
90,388,7,6,Online Payment,0,7/26/2023
52,193,8,32,Debit Card,1,4/30/2023
95,90,1,30,Credit Card,4,9/9/2023
65,72,5,36,Online Payment,2,3/25/2023
72,414,3,17,Debit Card,2,7/11/2023
78,253,7,52,Online Payment,3,6/29/2023
68,284,1,1,Credit Card,0,3/9/2023
86,444,6,7,Credit Card,0,9/3/2023
1,518,7,56,Debit Card,3,9/8/2023
54,304,2,54,Cash,2,12/14/2023
19,135,4,53,Credit Card,3,9/17/2023
34,7,5,15,Online Payment,3,8/15/2023
29,360,2,47,Cash,3,8/16/2023
88,484,4,35,Debit Card,3,4/22/2023
12,326,7,48,Cash,1,7/22/2023
15,19,10,48,Cash,1,7/30/2023
18,27,6,3,Online Payment,0,7/2/2023
13,421,1,8,Cash,0,11/3/2023
5,168,7,14,Cash,2,5/22/2023
92,42,9,33,Online Payment,4,2/8/2023
80,245,9,41,Debit Card,2,11/21/2023
76,479,8,42,Credit Card,3,12/10/2023
82,273,7,10,Cash,0,10/8/2023
89,306,10,40,Debit Card,1,1/1/2023
94,544,8,4,Debit Card,0,5/13/2023
87,91,10,55,Cash,4,10/22/2023
77,30,10,37,Credit Card,3,5/15/2023
75,597,10,18,Online Payment,2,6/28/2023
45,162,3,53,Cash,4,2/28/2023
16,293,5,9,Debit Card,0,7/26/2023
10,51,6,23,Online Payment,5,4/17/2023
28,59,8,11,Cash,1,1/20/2023
69,455,4,14,Online Payment,4,1/25/2023
47,361,7,19,Cash,2,6/25/2023
9,346,10,58,Debit Card,3,3/12/2023
68,227,9,22,Credit Card,2,11/6/2023
14,349,6,7,Cash,0,11/18/2023
73,373,2,18,Debit Card,5,7/11/2023
87,568,10,42,Credit Card,3,9/12/2023
62,582,1,43,Credit Card,2,12/11/2023
12,319,8,15,Cash,3,4/28/2023
96,93,6,4,Cash,0,9/5/2023
24,470,6,48,Credit Card,3,7/18/2023
52,164,6,14,Credit Card,5,3/1/2023
39,33,4,49,Credit Card,4,3/4/2023
4,157,7,7,Online Payment,0,8/19/2023
26,550,1,59,Cash,1,1/28/2023
71,341,4,29,Cash,2,9/20/2023
97,576,6,42,Online Payment,3,4/4/2023
55,300,8,7,Debit Card,0,12/27/2023
1,71,9,48,Credit Card,5,7/14/2023
81,106,7,48,Online Payment,3,9/24/2023
72,46,6,15,Online Payment,2,10/3/2023
2,93,9,26,Credit Card,2,3/4/2023
89,239,6,49,Credit Card,3,6/28/2023
98,119,9,13,Debit Card,5,1/15/2023
53,200,3,2,Online Payment,0,2/17/2023
25,551,1,37,Online Payment,2,11/10/2023
38,291,2,32,Credit Card,1,7/20/2023
67,60,10,59,Credit Card,2,5/17/2023
71,420,2,60,Credit Card,5,10/19/2023
82,202,3,49,Online Payment,4,5/11/2023
20,205,9,30,Online Payment,1,6/16/2023
53,503,8,60,Cash,4,5/16/2023
52,311,6,8,Debit Card,0,3/29/2023
70,406,8,40,Online Payment,5,12/25/2023
18,15,2,25,Credit Card,5,2/13/2023
85,41,3,3,Credit Card,0,11/21/2023
9,413,4,46,Online Payment,3,6/9/2023
66,428,5,23,Cash,1,11/4/2023
33,168,5,32,Credit Card,3,10/16/2023
62,158,1,12,Debit Card,1,7/8/2023
38,431,9,49,Credit Card,5,10/7/2023
44,35,2,13,Credit Card,1,8/23/2023
45,324,4,12,Credit Card,1,8/13/2023
97,45,4,60,Cash,3,7/19/2023
82,535,7,8,Cash,0,12/12/2023
38,44,6,40,Online Payment,1,2/4/2023
48,556,7,55,Debit Card,3,8/11/2023
84,276,10,15,Debit Card,3,8/22/2023
74,458,4,42,Credit Card,2,10/4/2023
20,193,4,27,Online Payment,5,8/19/2023
55,14,8,39,Cash,1,7/1/2023
55,359,2,46,Online Payment,5,4/28/2023
14,426,10,35,Cash,4,1/12/2023
16,276,4,3,Debit Card,0,5/13/2023
76,510,6,24,Online Payment,1,7/29/2023
43,503,7,53,Online Payment,3,7/6/2023
49,158,4,15,Debit Card,2,2/16/2023
74,509,9,26,Cash,5,9/13/2023
45,82,2,14,Debit Card,3,11/14/2023
76,131,2,53,Online Payment,3,9/18/2023
84,448,5,21,Debit Card,5,12/30/2023
84,104,5,3,Credit Card,0,11/8/2023
91,72,2,35,Cash,5,8/6/2023
7,43,9,26,Debit Card,5,10/7/2023
23,46,10,26,Debit Card,5,4/27/2023
15,252,2,50,Credit Card,3,12/3/2023
69,223,10,32,Online Payment,3,12/16/2023
99,592,9,31,Credit Card,2,12/21/2023
62,274,3,26,Cash,5,2/9/2023
75,433,10,37,Credit Card,1,8/27/2023
6,192,4,5,Debit Card,0,11/3/2023
55,589,3,31,Credit Card,3,5/25/2023
4,230,6,56,Online Payment,3,1/17/2023
47,447,7,18,Cash,1,12/20/2023
83,192,7,57,Cash,2,10/29/2023
100,355,4,23,Debit Card,4,8/16/2023
73,588,3,32,Credit Card,1,10/24/2023
50,282,9,7,Cash,0,3/12/2023
50,128,9,51,Cash,4,11/4/2023
10,378,10,27,Online Payment,4,5/1/2023
84,439,9,5,Credit Card,0,9/15/2023
28,53,2,9,Debit Card,0,12/6/2023
71,146,7,32,Cash,2,3/12/2023
38,59,9,60,Debit Card,4,5/13/2023
46,431,2,9,Cash,0,11/16/2023
55,142,5,6,Debit Card,0,7/5/2023
54,201,3,34,Cash,3,3/29/2023
64,526,4,48,Credit Card,1,5/28/2023
50,335,10,59,Cash,3,11/18/2023
88,471,4,46,Cash,2,5/12/2023
35,420,1,34,Online Payment,4,9/1/2023
74,95,5,60,Debit Card,1,11/24/2023
51,511,2,43,Debit Card,5,10/2/2023
53,354,8,28,Cash,1,7/28/2023
17,256,10,51,Credit Card,1,11/15/2023
30,568,3,15,Debit Card,4,1/6/2023
86,534,8,36,Online Payment,1,5/25/2023
44,527,3,37,Credit Card,3,12/25/2023
53,415,2,28,Online Payment,2,5/12/2023
53,347,6,44,Credit Card,1,8/9/2023
31,345,1,18,Cash,5,12/9/2023
13,599,4,22,Debit Card,3,6/23/2023
54,234,8,8,Cash,0,3/21/2023
91,10,5,49,Online Payment,5,6/27/2023
31,405,9,58,Debit Card,4,6/11/2023
95,375,2,38,Credit Card,2,8/8/2023
75,118,4,26,Credit Card,5,10/15/2023
59,132,5,28,Cash,2,10/31/2023
16,202,10,45,Debit Card,4,8/12/2023
36,568,4,15,Online Payment,4,5/3/2023
9,215,9,14,Online Payment,2,6/17/2023
88,508,8,31,Online Payment,2,6/16/2023
92,244,9,39,Cash,1,7/5/2023
74,142,1,26,Debit Card,2,3/15/2023
94,295,9,53,Cash,2,3/4/2023
8,427,3,48,Debit Card,4,7/6/2023
45,374,6,40,Online Payment,4,1/20/2023
41,398,2,54,Online Payment,5,10/29/2023
10,306,3,13,Cash,1,3/16/2023
48,274,1,22,Cash,4,1/17/2023
77,50,4,22,Online Payment,5,7/12/2023
23,453,3,12,Debit Card,3,11/26/2023
85,161,1,4,Credit Card,0,1/1/2023
66,453,1,28,Online Payment,1,3/3/2023
53,593,6,52,Cash,4,2/10/2023
85,338,8,11,Debit Card,2,3/5/2023
90,43,2,31,Debit Card,2,7/21/2023
59,506,3,34,Cash,3,3/24/2023
20,561,2,23,Debit Card,5,9/22/2023
58,565,6,45,Online Payment,3,10/15/2023
77,120,3,1,Cash,0,2/13/2023
85,441,2,34,Debit Card,1,9/24/2023
27,316,5,55,Credit Card,2,2/17/2023
44,193,8,29,Online Payment,2,11/26/2023
13,262,8,28,Debit Card,2,6/16/2023
7,154,4,30,Credit Card,5,3/15/2023
52,110,5,38,Online Payment,2,7/25/2023
45,263,10,40,Debit Card,2,12/18/2023
80,596,2,49,Debit Card,1,1/9/2023
29,491,8,13,Online Payment,1,3/4/2023
73,20,10,32,Cash,4,5/27/2023
5,150,6,34,Cash,3,3/4/2023
78,443,6,52,Online Payment,5,2/16/2023
21,109,7,6,Online Payment,0,6/13/2023
16,526,1,33,Online Payment,5,12/1/2023
45,39,6,14,Cash,5,5/11/2023
83,186,5,52,Debit Card,4,7/19/2023
5,418,3,38,Credit Card,4,10/23/2023
60,339,5,9,Credit Card,0,3/29/2023
93,491,7,40,Online Payment,4,9/20/2023
13,180,3,18,Cash,3,6/27/2023
91,547,8,42,Cash,3,1/24/2023
56,205,8,33,Debit Card,4,2/13/2023
7,199,5,52,Online Payment,1,2/12/2023
36,32,9,47,Debit Card,2,3/19/2023
31,234,9,36,Online Payment,4,7/23/2023
73,82,3,37,Online Payment,3,2/10/2023
12,598,2,36,Online Payment,2,2/10/2023
89,471,6,56,Cash,5,8/7/2023
99,81,3,33,Cash,5,10/7/2023
72,37,1,60,Cash,4,2/3/2023
63,202,5,59,Online Payment,4,8/29/2023
20,324,6,57,Online Payment,4,1/31/2023
73,541,8,41,Online Payment,3,1/4/2023
27,462,10,5,Cash,0,12/30/2023
56,572,9,22,Debit Card,1,3/11/2023
98,111,6,36,Online Payment,4,4/9/2023
73,502,10,39,Online Payment,4,12/30/2023
10,330,9,17,Cash,4,6/27/2023
58,201,2,15,Debit Card,4,8/14/2023
42,199,5,8,Credit Card,0,7/23/2023
17,586,9,35,Online Payment,2,12/21/2023
70,236,10,49,Online Payment,5,2/26/2023
6,491,2,40,Debit Card,3,5/1/2023
79,176,4,16,Credit Card,5,9/13/2023
39,590,7,31,Credit Card,1,4/25/2023
73,298,5,35,Online Payment,4,11/22/2023
66,374,7,22,Online Payment,2,8/10/2023
4,173,5,22,Credit Card,1,8/8/2023
65,410,6,38,Cash,2,8/26/2023
17,411,9,56,Credit Card,1,3/28/2023
79,304,10,16,Online Payment,5,5/6/2023
24,369,8,48,Cash,3,4/19/2023
61,500,2,31,Online Payment,2,10/24/2023
76,222,9,55,Cash,5,2/20/2023
53,544,5,26,Credit Card,2,12/30/2023
20,381,6,7,Debit Card,0,10/12/2023
6,266,8,15,Online Payment,2,9/5/2023
75,138,9,39,Online Payment,2,7/12/2023
81,484,4,2,Online Payment,0,3/6/2023
15,266,1,5,Cash,0,5/8/2023
5,128,9,50,Debit Card,1,12/27/2023
54,190,7,37,Debit Card,3,12/23/2023
42,595,8,18,Cash,5,9/17/2023
93,102,3,17,Online Payment,4,3/19/2023
85,405,6,36,Debit Card,4,4/3/2023
62,106,9,5,Credit Card,0,2/19/2023
31,471,9,29,Credit Card,4,10/17/2023
38,484,2,10,Online Payment,0,8/30/2023
55,193,4,3,Cash,0,12/23/2023
75,244,5,34,Online Payment,3,6/2/2023
94,190,5,42,Debit Card,1,7/4/2023
64,81,7,24,Cash,4,5/28/2023
47,480,10,60,Cash,4,1/24/2023
75,291,8,13,Online Payment,4,8/17/2023
77,222,3,22,Cash,3,3/12/2023
22,460,3,27,Online Payment,2,8/25/2023
47,305,10,4,Debit Card,0,11/4/2023
56,216,2,51,Cash,4,1/8/2023
52,316,9,60,Cash,2,4/20/2023
58,482,5,27,Debit Card,5,2/8/2023
22,595,1,10,Online Payment,0,11/16/2023
17,564,7,43,Online Payment,2,1/19/2023
14,519,8,57,Cash,4,6/16/2023
66,441,9,20,Online Payment,1,1/14/2023
45,516,6,42,Online Payment,3,2/28/2023
82,181,9,48,Cash,2,3/24/2023
69,491,3,22,Cash,3,12/21/2023
96,67,9,4,Cash,0,12/20/2023
87,297,7,38,Credit Card,3,4/29/2023
79,54,1,44,Online Payment,3,1/30/2023
24,314,3,41,Credit Card,3,9/16/2023
40,216,8,46,Online Payment,4,3/17/2023
36,391,9,54,Debit Card,4,1/8/2023
78,32,10,24,Credit Card,5,8/12/2023
37,351,5,32,Debit Card,4,6/24/2023
35,254,6,2,Cash,0,5/28/2023
81,64,2,53,Online Payment,1,6/19/2023
26,215,1,3,Credit Card,0,9/16/2023
54,220,9,43,Cash,2,7/3/2023
77,157,2,57,Online Payment,3,3/22/2023
74,131,7,49,Cash,4,4/17/2023
11,375,7,23,Online Payment,3,9/25/2023
2,488,1,11,Online Payment,1,9/19/2023
79,581,2,30,Debit Card,5,1/30/2023
81,43,1,47,Credit Card,1,10/5/2023
20,299,8,17,Cash,2,5/18/2023
31,222,1,40,Debit Card,5,7/10/2023
82,353,8,41,Debit Card,3,6/15/2023
82,519,5,18,Credit Card,4,5/9/2023
33,352,7,1,Credit Card,0,8/27/2023
50,47,3,37,Credit Card,2,11/26/2023
47,455,10,24,Cash,3,1/7/2023
52,223,4,18,Online Payment,2,9/13/2023
56,361,4,26,Credit Card,4,1/13/2023
39,518,4,11,Credit Card,5,11/26/2023
46,423,1,42,Debit Card,4,2/14/2023
78,121,5,42,Cash,5,8/19/2023
10,110,7,46,Online Payment,5,8/22/2023
74,463,2,28,Credit Card,5,7/2/2023
35,421,4,16,Debit Card,2,6/20/2023
74,323,2,14,Online Payment,2,3/17/2023
56,263,4,52,Online Payment,1,9/27/2023
11,89,9,52,Cash,4,12/4/2023
50,544,8,52,Online Payment,2,6/23/2023
50,433,4,38,Credit Card,4,7/15/2023
4,87,10,43,Online Payment,3,1/3/2023
83,226,10,29,Debit Card,5,4/8/2023
35,51,9,36,Cash,3,4/6/2023
92,578,3,48,Credit Card,3,1/17/2023
33,559,10,35,Cash,4,12/28/2023
75,295,1,21,Credit Card,1,3/30/2023
53,245,2,47,Debit Card,5,11/20/2023
63,38,4,56,Debit Card,1,10/19/2023
60,8,5,10,Credit Card,0,12/22/2023
53,113,7,18,Debit Card,4,5/3/2023
16,557,9,18,Cash,2,11/3/2023
31,72,3,20,Cash,3,10/8/2023
35,422,8,23,Debit Card,4,7/16/2023
10,314,6,10,Cash,0,4/18/2023
4,380,10,7,Cash,0,10/20/2023
55,589,5,50,Credit Card,2,1/13/2023
50,263,7,10,Cash,0,6/1/2023
31,526,2,28,Cash,2,5/23/2023
18,554,9,34,Cash,4,9/27/2023
26,440,6,30,Debit Card,2,3/22/2023
43,400,10,5,Credit Card,0,4/5/2023
87,290,5,20,Credit Card,2,12/30/2023
9,419,4,32,Cash,5,3/15/2023
56,170,8,38,Online Payment,1,5/3/2023
73,413,6,49,Cash,5,1/7/2023
14,196,9,36,Debit Card,5,8/31/2023
2,171,1,5,Cash,0,10/4/2023
94,257,8,38,Online Payment,3,2/10/2023
39,569,10,46,Credit Card,2,1/20/2023
23,166,4,36,Debit Card,3,2/4/2023
29,347,4,18,Cash,4,3/27/2023
54,211,4,49,Credit Card,1,11/8/2023
14,271,3,56,Credit Card,2,5/18/2023
66,376,4,24,Debit Card,2,8/21/2023
63,471,10,1,Credit Card,0,10/8/2023
91,152,9,18,Online Payment,3,2/11/2023
33,139,3,59,Cash,5,7/27/2023
54,55,9,45,Cash,3,6/2/2023
67,463,2,36,Online Payment,5,4/17/2023
76,418,6,57,Debit Card,3,9/1/2023
76,178,4,32,Cash,2,3/19/2023
57,258,5,58,Cash,2,11/9/2023
90,600,2,34,Debit Card,5,3/14/2023
98,136,10,7,Debit Card,0,6/20/2023
16,497,8,60,Online Payment,4,6/25/2023
87,420,7,18,Debit Card,1,6/28/2023
57,116,9,10,Cash,0,3/27/2023
97,235,2,13,Credit Card,1,12/7/2023
60,425,6,42,Online Payment,4,12/20/2023
87,148,3,55,Debit Card,5,8/17/2023
59,243,5,45,Cash,3,2/6/2023
22,444,1,26,Cash,3,10/27/2023
46,542,8,59,Cash,2,7/14/2023
26,83,9,41,Credit Card,3,8/2/2023
36,374,9,3,Credit Card,0,3/12/2023
62,314,5,29,Cash,5,9/26/2023
3,490,3,19,Cash,3,2/18/2023
4,273,8,2,Debit Card,0,11/10/2023
81,95,6,23,Debit Card,1,5/13/2023
62,378,3,14,Credit Card,4,11/20/2023
90,381,4,20,Debit Card,5,8/15/2023
31,102,2,6,Cash,0,3/13/2023
7,384,8,3,Debit Card,0,1/29/2023
51,152,7,7,Credit Card,0,10/1/2023
92,286,2,55,Cash,2,4/11/2023
98,523,3,54,Online Payment,1,10/5/2023
28,191,3,54,Cash,3,10/19/2023
47,8,2,30,Online Payment,2,6/18/2023
92,533,10,49,Online Payment,1,12/18/2023
57,363,1,25,Credit Card,4,4/28/2023
38,482,4,23,Cash,4,3/22/2023
55,315,1,52,Cash,3,2/21/2023
22,515,10,57,Debit Card,4,2/12/2023
43,158,9,28,Cash,1,9/24/2023
61,283,9,30,Cash,3,4/5/2023
73,453,9,40,Online Payment,3,12/25/2023
23,436,9,32,Credit Card,2,12/20/2023
48,466,10,25,Online Payment,1,9/6/2023
93,126,4,31,Cash,2,3/23/2023
7,138,9,27,Debit Card,1,5/1/2023
34,438,2,9,Debit Card,0,4/9/2023
75,223,8,14,Credit Card,2,10/31/2023
48,59,8,41,Cash,5,1/19/2023
70,247,8,39,Credit Card,1,12/3/2023
62,473,5,16,Cash,5,2/11/2023
99,240,7,37,Debit Card,5,11/13/2023
31,35,7,45,Online Payment,4,2/27/2023
49,205,6,7,Debit Card,0,7/31/2023
82,554,2,40,Debit Card,1,7/13/2023
56,367,1,13,Cash,3,12/10/2023
12,197,6,6,Credit Card,0,11/15/2023
63,321,10,2,Cash,0,4/13/2023
61,465,2,54,Online Payment,1,10/2/2023
49,6,8,8,Online Payment,0,2/22/2023
67,194,8,16,Online Payment,1,2/2/2023
73,541,2,29,Credit Card,1,2/13/2023
23,26,3,42,Online Payment,4,10/22/2023
86,438,9,36,Credit Card,2,3/20/2023
84,203,8,3,Cash,0,11/14/2023
10,262,6,28,Credit Card,3,8/29/2023
81,474,5,52,Online Payment,5,7/16/2023
90,377,10,21,Credit Card,2,4/7/2023
8,527,7,9,Cash,0,3/28/2023
96,209,10,29,Cash,4,2/21/2023
18,204,10,14,Cash,3,6/25/2023
85,26,4,28,Credit Card,4,3/18/2023
92,237,10,25,Online Payment,4,7/13/2023
51,249,7,15,Online Payment,4,12/6/2023
85,199,2,29,Credit Card,3,11/17/2023
3,305,8,24,Credit Card,4,8/31/2023
2,391,6,15,Credit Card,4,7/12/2023
18,236,9,19,Debit Card,1,2/9/2023
97,377,4,41,Online Payment,2,12/2/2023
24,465,4,21,Cash,2,5/21/2023
56,61,4,11,Online Payment,3,6/14/2023
92,567,9,54,Cash,3,7/31/2023
27,438,8,39,Debit Card,5,3/10/2023
48,10,7,8,Debit Card,0,1/1/2023
44,399,5,60,Credit Card,3,6/9/2023
38,190,10,15,Credit Card,3,9/8/2023
30,311,7,18,Credit Card,1,11/7/2023
63,127,6,39,Credit Card,3,8/10/2023
97,396,7,36,Cash,5,8/25/2023
1,265,7,19,Cash,2,2/19/2023
83,339,6,29,Online Payment,5,12/21/2023
76,507,7,59,Online Payment,1,8/19/2023
36,548,3,24,Debit Card,1,10/3/2023
52,301,9,36,Cash,3,2/20/2023
18,96,2,40,Credit Card,4,9/28/2023
77,400,1,58,Cash,4,6/1/2023
94,576,9,21,Online Payment,4,12/25/2023
7,28,6,28,Online Payment,1,5/24/2023
13,247,4,2,Credit Card,0,10/7/2023
37,414,8,39,Debit Card,2,7/26/2023
30,334,3,12,Credit Card,1,7/31/2023
57,128,3,57,Debit Card,2,3/19/2023
4,554,9,43,Credit Card,3,12/3/2023
30,50,6,15,Debit Card,5,10/6/2023
80,592,5,17,Debit Card,5,12/24/2023
72,358,8,24,Cash,4,3/21/2023
13,486,8,42,Cash,5,12/26/2023
99,141,7,39,Credit Card,3,5/20/2023
67,316,10,50,Cash,3,3/29/2023
32,269,4,6,Debit Card,0,8/29/2023
29,32,6,35,Debit Card,2,7/14/2023
26,83,5,16,Cash,5,11/12/2023
61,366,8,52,Debit Card,4,9/6/2023
87,546,9,58,Online Payment,5,12/27/2023
76,71,3,21,Cash,3,1/20/2023
9,63,4,4,Debit Card,0,10/28/2023
78,485,4,44,Credit Card,1,6/10/2023
49,113,6,17,Debit Card,5,8/23/2023
70,79,2,24,Online Payment,1,9/22/2023
39,144,5,7,Online Payment,0,11/23/2023
34,168,4,33,Online Payment,4,6/30/2023
30,359,10,20,Online Payment,3,1/17/2023
2,42,10,7,Online Payment,0,7/29/2023
84,595,1,45,Online Payment,4,5/5/2023
27,417,9,35,Cash,4,3/20/2023
29,484,2,22,Cash,3,5/3/2023
30,272,3,59,Debit Card,4,11/23/2023
63,370,5,50,Credit Card,3,3/5/2023
79,376,1,13,Debit Card,4,1/12/2023
33,160,7,15,Debit Card,4,5/7/2023
84,22,7,20,Cash,4,11/17/2023
22,166,7,22,Online Payment,3,12/3/2023
38,46,9,50,Online Payment,5,7/10/2023
30,496,9,41,Debit Card,2,10/24/2023
9,402,9,3,Debit Card,0,1/29/2023
90,171,6,36,Online Payment,5,8/5/2023
32,531,4,16,Debit Card,5,11/2/2023
65,306,4,40,Debit Card,1,12/13/2023
80,462,4,56,Online Payment,2,12/24/2023
45,227,10,45,Cash,5,12/17/2023
55,585,4,40,Online Payment,1,8/25/2023
66,454,2,48,Cash,2,10/26/2023
66,474,1,21,Online Payment,4,6/6/2023
54,115,10,56,Debit Card,2,11/15/2023
22,508,4,58,Cash,2,4/30/2023
88,72,10,25,Credit Card,1,8/11/2023
43,124,4,37,Online Payment,3,7/28/2023
38,463,3,56,Debit Card,5,3/11/2023
100,94,5,18,Credit Card,4,3/29/2023
96,498,2,13,Cash,4,9/16/2023
43,334,3,46,Cash,2,1/7/2023
57,86,8,30,Debit Card,3,7/4/2023
80,119,10,32,Cash,3,2/14/2023
80,451,5,17,Credit Card,2,9/29/2023
70,284,4,41,Credit Card,3,10/4/2023
86,57,1,20,Cash,5,3/21/2023
49,55,8,22,Debit Card,3,6/23/2023
72,306,10,47,Cash,3,4/23/2023
15,451,6,51,Online Payment,5,8/18/2023
86,187,9,21,Debit Card,1,4/29/2023
53,290,10,37,Debit Card,1,4/23/2023
35,325,1,30,Online Payment,1,1/3/2023
7,15,10,21,Cash,4,10/1/2023
73,1,8,53,Cash,3,8/27/2023
25,68,3,23,Debit Card,5,5/17/2023
22,146,7,40,Credit Card,3,4/15/2023
79,430,8,45,Cash,5,9/16/2023
76,568,8,52,Cash,4,2/5/2023
92,509,9,17,Cash,1,1/6/2023
53,585,2,20,Debit Card,1,8/19/2023
60,14,5,13,Cash,4,1/10/2023
70,452,10,44,Credit Card,2,12/16/2023
75,390,8,15,Cash,2,7/1/2023
10,461,2,41,Debit Card,3,12/10/2023
39,281,7,49,Online Payment,1,12/23/2023
75,567,6,38,Cash,2,1/19/2023
33,234,4,2,Online Payment,0,2/28/2023
30,593,3,30,Online Payment,5,2/3/2023
36,553,6,34,Cash,2,1/22/2023
12,130,6,54,Online Payment,3,4/10/2023
36,38,6,54,Credit Card,5,5/1/2023
100,410,8,11,Online Payment,4,10/11/2023
71,423,4,38,Debit Card,1,1/29/2023
81,418,6,55,Online Payment,2,12/25/2023
22,404,9,11,Credit Card,2,1/25/2023
27,219,3,51,Cash,3,11/16/2023
36,357,3,3,Cash,0,2/1/2023
35,22,9,12,Credit Card,3,3/28/2023
56,395,6,26,Online Payment,1,11/10/2023
95,580,10,6,Credit Card,0,8/17/2023
80,555,1,3,Online Payment,0,8/25/2023
97,598,1,22,Cash,4,1/14/2023
31,370,9,15,Online Payment,2,11/2/2023
94,434,2,56,Credit Card,3,11/23/2023
27,276,8,38,Credit Card,5,9/2/2023
44,558,4,25,Online Payment,3,5/2/2023
94,68,2,59,Online Payment,5,5/10/2023
66,144,3,39,Credit Card,2,8/23/2023
52,369,6,33,Debit Card,4,11/19/2023
12,14,2,12,Cash,5,11/3/2023
59,539,6,18,Credit Card,1,8/25/2023
58,10,1,27,Credit Card,5,6/30/2023
61,122,2,34,Online Payment,1,1/10/2023
5,120,9,22,Debit Card,2,7/26/2023
22,49,9,44,Debit Card,3,11/18/2023
33,254,6,8,Online Payment,0,9/19/2023
57,116,7,58,Online Payment,1,8/25/2023
70,166,6,52,Cash,2,10/12/2023
96,321,2,42,Debit Card,4,7/9/2023
97,470,1,50,Online Payment,3,10/10/2023
30,301,2,49,Cash,4,11/22/2023
25,436,4,33,Credit Card,3,6/6/2023
93,287,7,34,Online Payment,5,4/23/2023
79,554,10,24,Debit Card,1,11/29/2023
23,207,1,35,Cash,4,8/26/2023
36,586,5,19,Credit Card,5,1/11/2023
36,455,4,59,Cash,4,4/3/2023
94,155,10,6,Online Payment,0,5/19/2023
49,260,7,2,Online Payment,0,5/17/2023
44,298,3,41,Credit Card,5,11/18/2023
69,574,2,22,Online Payment,4,5/5/2023
82,369,1,30,Online Payment,1,3/8/2023
24,414,3,8,Debit Card,0,6/12/2023
57,481,1,38,Credit Card,1,3/15/2023
41,588,4,7,Credit Card,0,6/3/2023
97,141,1,14,Cash,4,1/21/2023
54,547,5,9,Online Payment,0,11/10/2023
55,438,2,49,Debit Card,1,1/12/2023
14,252,8,4,Debit Card,0,4/15/2023
14,525,5,49,Credit Card,2,12/11/2023
35,581,6,36,Online Payment,3,10/27/2023
27,527,2,10,Credit Card,0,8/24/2023
26,26,9,6,Cash,0,7/31/2023
95,576,10,13,Cash,5,3/24/2023
99,263,8,55,Online Payment,1,11/25/2023
20,64,5,3,Debit Card,0,4/27/2023
48,571,10,40,Online Payment,3,2/28/2023
37,172,6,45,Cash,5,8/20/2023
45,486,7,9,Online Payment,0,1/5/2023
89,93,9,8,Online Payment,0,10/8/2023
71,587,10,25,Credit Card,3,6/6/2023
4,350,5,54,Cash,1,11/14/2023
26,461,6,26,Cash,2,4/11/2023
95,95,6,12,Credit Card,3,4/7/2023
56,455,3,19,Online Payment,2,1/8/2023
66,551,9,6,Online Payment,0,1/16/2023
15,435,1,56,Cash,2,8/26/2023
92,137,4,7,Cash,0,3/11/2023
11,494,8,33,Credit Card,1,10/19/2023
19,204,9,20,Credit Card,1,6/25/2023
67,246,10,23,Cash,5,12/27/2023
43,252,6,41,Debit Card,5,8/20/2023
17,405,7,24,Cash,3,2/27/2023
71,222,8,53,Online Payment,5,11/20/2023
90,426,3,10,Credit Card,0,3/29/2023
